,season,Opponent DRtg/A,shot_distance,left_side,middle,right_side,moving,playoffs,home,segababa,Dunk or Layup,shot_made_flag,total_seconds_remaining
23328,2,106.35,353.0,0,0,1,0,0,1,0,0,0.0,1629
23329,2,106.35,0.0,0,1,0,1,0,1,0,1,1.0,1613
23331,2,106.35,172.0,0,0,1,0,0,1,0,0,0.0,434
23332,2,106.35,213.0,0,0,1,0,0,1,0,0,0.0,391
23333,2,106.35,0.0,0,1,0,1,0,1,0,1,1.0,327
23334,2,106.35,0.0,0,1,0,1,0,1,0,1,1.0,292
23335,2,106.35,0.0,0,1,0,0,0,1,0,1,1.0,74
23345,2,107.62,0.0,0,1,0,1,0,0,0,1,1.0,591
23337,2,107.62,0.0,0,1,0,1,0,0,0,1,0.0,2167
23344,2,107.62,303.0,0,0,1,0,0,0,0,0,0.0,618
23338,2,107.62,182.0,0,1,0,0,0,0,0,0,0.0,2160
23340,2,107.62,0.0,0,1,0,0,0,0,0,1,1.0,867
23339,2,107.62,0.0,0,1,0,0,0,0,0,1,0.0,1588
23342,2,107.62,288.0,0,1,0,0,0,0,0,0,0.0,765
23336,2,107.62,110.0,1,0,0,0,0,0,0,0,0.0,2196
23353,2,100.87,0.0,0,1,0,1,0,1,0,1,0.0,841
23346,2,100.87,254.0,0,0,1,0,0,1,0,0,0.0,2306
23347,2,100.87,107.0,0,0,1,0,0,1,0,0,1.0,2198
23348,2,100.87,234.0,0,1,0,0,0,1,0,0,0.0,2115
23350,2,100.87,84.0,1,0,0,0,0,1,0,0,0.0,2064
23351,2,100.87,0.0,0,1,0,1,0,1,0,1,0.0,1957
23352,2,100.87,50.0,0,1,0,1,0,1,0,0,0.0,1540
23354,2,100.87,161.0,0,0,1,0,0,1,0,0,0.0,535
23356,2,105.98,185.0,0,1,0,0,0,1,0,0,1.0,2164
23372,2,105.98,93.0,1,0,0,0,0,1,0,0,1.0,294
23371,2,105.98,45.0,1,0,0,0,0,1,0,0,0.0,362
23370,2,105.98,0.0,0,1,0,1,0,1,0,1,1.0,479
23369,2,105.98,63.0,1,0,0,0,0,1,0,0,1.0,544
23368,2,105.98,136.0,0,1,0,0,0,1,0,0,1.0,561
23365,2,105.98,367.0,0,0,1,0,0,1,0,0,0.0,721
23364,2,105.98,142.0,0,1,0,0,0,1,0,0,1.0,789
23363,2,105.98,111.0,1,0,0,0,0,1,0,0,1.0,820
23361,2,105.98,43.0,0,1,0,1,0,1,0,0,1.0,1829
23360,2,105.98,0.0,0,1,0,0,0,1,0,1,1.0,1863
23359,2,105.98,0.0,0,1,0,1,0,1,0,1,0.0,1995
23358,2,105.98,93.0,0,1,0,0,0,1,0,0,0.0,2047
23357,2,105.98,135.0,0,1,0,0,0,1,0,0,1.0,2071
23355,2,105.98,38.0,0,1,0,0,0,1,0,0,0.0,2257
23362,2,105.98,0.0,0,1,0,0,0,1,0,1,1.0,1792
23378,2,112.93,185.0,0,1,0,0,0,1,0,0,0.0,730
23374,2,112.93,232.0,0,1,0,0,0,1,0,0,1.0,2164
23375,2,112.93,481.0,0,0,1,0,0,1,0,0,0.0,2160
23376,2,112.93,110.0,0,0,1,0,0,1,0,0,0.0,1881
23377,2,112.93,227.0,0,1,0,0,0,1,0,0,1.0,761
23387,2,106.35,331.0,0,0,1,0,0,0,0,0,0.0,381
23385,2,106.35,170.0,0,0,1,0,0,0,0,0,0.0,1552
23384,2,106.35,146.0,1,0,0,0,0,0,0,0,0.0,1610
23383,2,106.35,131.0,0,0,1,0,0,0,0,0,0.0,1679
23382,2,106.35,166.0,1,0,0,0,0,0,0,0,1.0,1738
23381,2,106.35,0.0,0,1,0,0,0,0,0,1,0.0,1904
23379,2,106.35,0.0,0,1,0,0,0,0,0,1,1.0,2274
23380,2,106.35,258.0,0,1,0,0,0,0,0,0,0.0,2123
23399,2,108.02,185.0,0,0,1,0,0,1,1,0,0.0,1140
23401,2,108.02,80.0,1,0,0,0,0,1,1,0,1.0,706
23400,2,108.02,0.0,0,1,0,0,0,1,1,1,0.0,875
23406,2,108.02,52.0,1,0,0,0,0,1,1,0,0.0,197
23397,2,108.02,92.0,0,1,0,1,0,1,1,0,1.0,1560
23396,2,108.02,0.0,0,1,0,1,0,1,1,1,1.0,1698
23395,2,108.02,82.0,0,1,0,1,0,1,1,0,0.0,1794
23394,2,108.02,312.0,0,1,0,0,0,1,1,0,0.0,1987
23393,2,108.02,0.0,0,1,0,1,0,1,1,1,1.0,2014
23392,2,108.02,307.0,0,0,1,0,0,1,1,0,1.0,2050
23391,2,108.02,116.0,0,0,1,0,0,1,1,0,0.0,2053
23390,2,108.02,101.0,1,0,0,0,0,1,1,0,1.0,2198
23389,2,108.02,116.0,1,0,0,0,0,1,1,0,0.0,2231
23403,2,108.02,350.0,0,0,1,0,0,1,1,0,0.0,573
23404,2,108.02,0.0,0,1,0,1,0,1,1,1,0.0,513
23427,2,112.11,80.0,1,0,0,0,0,1,0,0,0.0,201
23426,2,112.11,0.0,0,1,0,1,0,1,0,1,1.0,244
23425,2,112.11,0.0,0,1,0,0,0,1,0,1,0.0,291
23424,2,112.11,148.0,0,1,0,0,0,1,0,0,0.0,416
23423,2,112.11,62.0,0,1,0,0,0,1,0,0,1.0,470
23419,2,112.11,0.0,0,1,0,1,0,1,0,1,1.0,936
23421,2,112.11,153.0,0,1,0,0,0,1,0,0,1.0,701
23407,2,112.11,0.0,0,1,0,1,0,1,0,1,1.0,2165
23408,2,112.11,524.0,0,0,1,0,0,1,0,0,0.0,2160
23422,2,112.11,0.0,0,1,0,1,0,1,0,1,1.0,608
23410,2,112.11,41.0,0,1,0,0,0,1,0,0,0.0,2079
23409,2,112.11,0.0,0,1,0,0,0,1,0,1,1.0,2136
23417,2,112.11,170.0,0,0,1,0,0,1,0,1,0.0,1013
23416,2,112.11,208.0,0,0,1,1,0,1,0,0,1.0,1029
23415,2,112.11,139.0,0,1,0,0,0,1,0,0,0.0,1144
23420,2,112.11,156.0,0,0,1,0,0,1,0,0,0.0,902
23412,2,112.11,17.0,1,0,0,0,0,1,0,0,0.0,1989
23411,2,112.11,151.0,0,1,0,0,0,1,0,0,0.0,2019
23429,2,102.85,17.0,0,1,0,0,0,0,0,0,0.0,2264
23430,2,102.85,373.0,0,0,1,0,0,0,0,0,0.0,2161
23431,2,102.85,0.0,0,1,0,1,0,0,0,1,1.0,2071
23432,2,102.85,346.0,0,0,1,0,0,0,0,0,1.0,1918
23437,2,102.85,200.0,0,0,1,0,0,0,0,0,0.0,1002
23436,2,102.85,151.0,0,1,0,0,0,0,0,0,0.0,1448
23428,2,102.85,206.0,0,0,1,0,0,0,0,0,0.0,2294
23433,2,102.85,11.0,0,1,0,1,0,0,0,0,0.0,1876
23448,2,102.85,285.0,0,0,1,0,0,0,0,0,1.0,5
23447,2,102.85,134.0,0,1,0,1,0,0,0,0,0.0,48
23446,2,102.85,346.0,0,0,1,0,0,0,0,0,0.0,93
23445,2,102.85,352.0,0,0,1,0,0,0,0,0,0.0,108
23434,2,102.85,168.0,0,0,1,0,0,0,0,0,1.0,1838
23442,2,102.85,152.0,0,1,0,0,0,0,0,0,0.0,572
23441,2,102.85,0.0,0,1,0,1,0,0,0,1,1.0,622
23440,2,102.85,41.0,1,0,0,0,0,0,0,0,0.0,681
23439,2,102.85,176.0,0,1,0,0,0,0,0,0,0.0,729
23459,2,106.08,120.0,0,1,0,0,0,0,1,0,0.0,27
23458,2,106.08,146.0,0,1,0,0,0,0,1,0,0.0,257
23457,2,106.08,333.0,0,0,1,0,0,0,1,0,1.0,383
23456,2,106.08,54.0,0,1,0,0,0,0,1,0,0.0,524
23455,2,106.08,9.0,0,1,0,0,0,0,1,1,1.0,545
23453,2,106.08,28.0,0,1,0,0,0,0,1,1,1.0,1654
23451,2,106.08,34.0,0,1,0,0,0,0,1,0,0.0,2032
23450,2,106.08,62.0,1,0,0,0,0,0,1,0,0.0,2144
23449,2,106.08,146.0,0,0,1,0,0,0,1,0,1.0,2240
23452,2,106.08,13.0,0,1,0,0,0,0,1,1,1.0,1767
23460,2,106.14,108.0,0,0,1,0,0,0,0,0,0.0,2295
23461,2,106.14,66.0,0,1,0,1,0,0,0,0,1.0,2239
23462,2,106.14,0.0,0,1,0,0,0,0,0,1,0.0,2207
23463,2,106.14,305.0,0,1,0,0,0,0,0,0,0.0,2160
23464,2,106.14,0.0,0,1,0,0,0,0,0,1,1.0,1752
23465,2,106.14,0.0,0,1,0,0,0,0,0,1,1.0,746
23467,2,106.14,138.0,0,0,1,0,0,0,0,0,1.0,633
23469,2,106.14,395.0,0,0,1,0,0,0,0,0,0.0,528
23466,2,106.14,52.0,1,0,0,0,0,0,0,0,1.0,702
23470,2,106.14,56.0,1,0,0,0,0,0,0,0,1.0,25
23472,2,111.4,156.0,0,0,1,0,0,1,0,0,0.0,2087
23473,2,111.4,0.0,0,1,0,1,0,1,0,1,0.0,2021
23474,2,111.4,0.0,0,1,0,1,0,1,0,1,1.0,1992
23475,2,111.4,0.0,0,1,0,0,0,1,0,1,1.0,1965
23485,2,112.95,252.0,0,0,1,0,0,0,0,0,0.0,991
23484,2,112.95,0.0,0,1,0,0,0,0,0,1,0.0,1478
23488,2,112.95,0.0,0,1,0,1,0,0,0,1,0.0,720
23482,2,112.95,71.0,0,1,0,0,0,0,0,0,1.0,1967
23483,2,112.95,0.0,0,1,0,0,0,0,0,1,0.0,1716
23479,2,112.95,86.0,1,0,0,0,0,0,0,0,1.0,2206
23487,2,112.95,103.0,0,0,1,0,0,0,0,0,0.0,791
23480,2,112.95,0.0,0,1,0,1,0,0,0,1,0.0,2018
23481,2,112.95,287.0,0,0,1,0,0,0,0,0,1.0,2002
23498,2,100.28,0.0,0,1,0,1,0,1,0,1,0.0,508
23497,2,100.28,357.0,0,0,1,0,0,1,0,0,0.0,567
23492,2,100.28,0.0,0,1,0,1,0,1,0,1,0.0,2135
23494,2,100.28,104.0,1,0,0,0,0,1,0,0,1.0,759
23508,2,99.65,366.0,0,0,1,0,0,1,0,0,1.0,471
23513,2,99.65,69.0,0,1,0,0,0,1,0,0,0.0,18
23512,2,99.65,0.0,0,1,0,1,0,1,0,1,0.0,82
23511,2,99.65,0.0,0,1,0,1,0,1,0,1,0.0,152
23510,2,99.65,73.0,1,0,0,0,0,1,0,0,0.0,303
23509,2,99.65,301.0,0,1,0,0,0,1,0,0,1.0,378
23506,2,99.65,75.0,0,1,0,0,0,1,0,0,0.0,599
23507,2,99.65,63.0,1,0,0,0,0,1,0,0,0.0,570
23499,2,99.65,129.0,1,0,0,1,0,1,0,0,1.0,2442
23500,2,99.65,92.0,0,0,1,0,0,1,0,0,0.0,2361
23502,2,99.65,92.0,0,1,0,0,0,1,0,0,0.0,722
23503,2,99.65,0.0,0,1,0,0,0,1,0,1,1.0,708
23501,2,99.65,75.0,1,0,0,0,0,1,0,0,0.0,1009
23504,2,99.65,43.0,0,1,0,0,0,1,0,0,1.0,644
23526,2,103.09,0.0,0,1,0,1,0,0,1,1,1.0,32
23524,2,103.09,0.0,0,1,0,0,0,0,1,1,0.0,913
23523,2,103.09,11.0,0,1,0,0,0,0,1,0,0.0,918
23522,2,103.09,323.0,0,0,1,0,0,0,1,0,1.0,986
23525,2,103.09,322.0,0,0,1,0,0,0,1,0,0.0,373
23520,2,103.09,9.0,0,1,0,0,0,0,1,1,0.0,1592
23519,2,103.09,93.0,0,0,1,0,0,0,1,0,1.0,1608
23518,2,103.09,148.0,1,0,0,0,0,0,1,0,0.0,2118
23517,2,103.09,77.0,1,0,0,0,0,0,1,0,1.0,2240
23516,2,103.09,0.0,0,1,0,1,0,0,1,1,0.0,2286
23515,2,103.09,0.0,0,1,0,1,0,0,1,1,1.0,2330
23521,2,103.09,0.0,0,1,0,1,0,0,1,1,0.0,1538
23542,2,105.98,111.0,0,1,0,1,0,0,0,0,1.0,149
23541,2,105.98,0.0,0,1,0,0,0,0,0,1,0.0,493
23539,2,105.98,76.0,0,1,0,1,0,0,0,0,0.0,721
23538,2,105.98,0.0,0,1,0,1,0,0,0,1,1.0,752
23537,2,105.98,121.0,0,0,1,1,0,0,0,0,1.0,845
23536,2,105.98,10.0,1,0,0,0,0,0,0,0,0.0,914
23532,2,105.98,93.0,1,0,0,0,0,0,0,0,1.0,2059
23534,2,105.98,92.0,1,0,0,0,0,0,0,0,0.0,1814
23533,2,105.98,209.0,0,0,1,0,0,0,0,0,1.0,1897
23530,2,105.98,157.0,0,1,0,0,0,0,0,0,0.0,2400
23529,2,105.98,164.0,0,1,0,0,0,0,0,0,1.0,2426
23535,2,105.98,103.0,1,0,0,0,0,0,0,0,1.0,1504
23528,2,105.98,112.0,0,1,0,0,0,0,0,0,0.0,2459
23540,2,105.98,316.0,0,1,0,0,0,0,0,0,0.0,506
23557,2,109.46,53.0,1,0,0,0,0,1,0,0,0.0,50
23556,2,109.46,92.0,1,0,0,0,0,1,0,0,0.0,131
23553,2,109.46,0.0,0,1,0,1,0,1,0,1,1.0,423
23543,2,109.46,0.0,0,1,0,0,0,1,0,1,0.0,2409
23552,2,109.46,0.0,0,1,0,0,0,1,0,1,1.0,480
23549,2,109.46,0.0,0,1,0,1,0,1,0,1,1.0,693
23547,2,109.46,0.0,0,1,0,1,0,1,0,1,1.0,737
23546,2,109.46,116.0,1,0,0,0,0,1,0,0,0.0,2174
23545,2,109.46,253.0,0,0,1,0,0,1,0,0,0.0,2223
23544,2,109.46,154.0,1,0,0,0,0,1,0,0,0.0,2340
23570,2,108.13,33.0,0,1,0,0,0,1,0,0,0.0,620
23571,2,108.13,67.0,0,1,0,1,0,1,0,0,1.0,589
23572,2,108.13,105.0,1,0,0,0,0,1,0,0,1.0,530
23573,2,108.13,0.0,0,1,0,0,0,1,0,1,1.0,347
23577,2,108.13,47.0,1,0,0,0,0,1,0,0,1.0,15
23575,2,108.13,252.0,0,0,1,0,0,1,0,0,0.0,186
23578,2,108.13,0.0,0,1,0,0,0,1,0,1,1.0,5
23569,2,108.13,110.0,0,1,0,0,0,1,0,0,0.0,720
23574,2,108.13,170.0,0,0,1,0,0,1,0,0,0.0,243
23568,2,108.13,135.0,1,0,0,0,0,1,0,0,0.0,804
23560,2,108.13,337.0,0,0,1,0,0,1,0,0,1.0,2030
23566,2,108.13,0.0,0,1,0,1,0,1,0,1,1.0,1480
23565,2,108.13,0.0,0,1,0,1,0,1,0,1,1.0,1533
23564,2,108.13,150.0,0,1,0,0,0,1,0,0,1.0,1647
23562,2,108.13,123.0,1,0,0,0,0,1,0,0,0.0,1868
23561,2,108.13,260.0,0,1,0,0,0,1,0,0,1.0,1936
23559,2,108.13,56.0,0,1,0,0,0,1,0,0,0.0,2045
23558,2,108.13,58.0,0,1,0,0,0,1,0,0,1.0,2089
23567,2,108.13,285.0,0,1,0,0,0,1,0,0,0.0,1447
23576,2,108.13,358.0,0,0,1,0,0,1,0,0,0.0,163
23579,2,108.02,0.0,0,1,0,0,0,0,0,1,1.0,2356
23581,2,108.02,273.0,0,0,1,0,0,0,0,0,0.0,2208
23580,2,108.02,0.0,0,1,0,0,0,0,0,0,1.0,2297
23593,2,108.02,0.0,0,1,0,0,0,0,0,1,1.0,13
23592,2,108.02,105.0,0,1,0,1,0,0,0,0,0.0,30
23590,2,108.02,103.0,0,1,0,1,0,0,0,0,0.0,185
23589,2,108.02,0.0,0,1,0,1,0,0,0,1,1.0,299
23588,2,108.02,0.0,0,1,0,0,0,0,0,1,0.0,399
23586,2,108.02,159.0,1,0,0,0,0,0,0,0,0.0,885
23585,2,108.02,49.0,1,0,0,1,0,0,0,0,0.0,891
23584,2,108.02,80.0,1,0,0,0,0,0,0,0,1.0,932
23583,2,108.02,352.0,0,0,1,0,0,0,0,0,0.0,2059
23587,2,108.02,0.0,0,1,0,0,0,0,0,1,1.0,821
23605,2,100.87,51.0,1,0,0,0,0,0,1,0,0.0,584
23611,2,100.87,51.0,1,0,0,0,0,0,1,0,1.0,123
23610,2,100.87,0.0,0,1,0,0,0,0,1,1,1.0,210
23609,2,100.87,395.0,0,0,1,0,0,0,1,0,1.0,234
23608,2,100.87,383.0,0,0,1,0,0,0,1,0,0.0,394
23607,2,100.87,0.0,0,1,0,0,0,0,1,1,1.0,446
23606,2,100.87,75.0,1,0,0,0,0,0,1,0,0.0,552
23597,2,100.87,279.0,0,1,0,0,0,0,1,0,1.0,2113
23602,2,100.87,0.0,0,1,0,0,0,0,1,1,1.0,898
23601,2,100.87,245.0,0,0,1,0,0,0,1,0,0.0,1088
23599,2,100.87,180.0,1,0,0,0,0,0,1,0,0.0,1968
23598,2,100.87,117.0,1,0,0,0,0,0,1,0,1.0,2035
23595,2,100.87,180.0,0,0,1,0,0,0,1,0,1.0,2277
23594,2,100.87,0.0,0,1,0,0,0,0,1,0,0.0,2292
23603,2,100.87,155.0,0,1,0,0,0,0,1,0,0.0,842
23612,2,100.87,383.0,0,0,1,0,0,0,1,0,0.0,72
23613,2,100.87,0.0,0,1,0,0,0,0,1,1,1.0,21
23617,2,105.31,0.0,0,1,0,0,0,0,0,1,1.0,2010
23629,2,105.31,120.0,0,1,0,0,0,0,0,0,0.0,17
23628,2,105.31,0.0,0,1,0,0,0,0,0,1,1.0,378
23627,2,105.31,245.0,0,0,1,0,0,0,0,0,0.0,445
23626,2,105.31,346.0,0,0,1,0,0,0,0,0,1.0,489
23616,2,105.31,0.0,0,1,0,0,0,0,0,1,1.0,2090
23623,2,105.31,0.0,0,1,0,1,0,0,0,1,1.0,757
23622,2,105.31,125.0,0,0,1,0,0,0,0,0,0.0,1562
23621,2,105.31,50.0,0,1,0,0,0,0,0,0,0.0,1770
23619,2,105.31,67.0,0,1,0,0,0,0,0,0,0.0,1867
23624,2,105.31,251.0,0,1,0,0,0,0,0,0,0.0,658
23615,2,105.31,45.0,1,0,0,0,0,0,0,0,0.0,2116
23643,2,106.11,285.0,0,0,1,0,0,0,1,0,1.0,229
23642,2,106.11,51.0,0,1,0,0,0,0,1,0,0.0,603
23641,2,106.11,135.0,1,0,0,0,0,0,1,0,0.0,725
23640,2,106.11,357.0,0,0,1,0,0,0,1,0,0.0,884
23638,2,106.11,0.0,0,1,0,0,0,0,1,1,0.0,1038
23635,2,106.11,0.0,0,1,0,0,0,0,1,0,0.0,1847
23633,2,106.11,299.0,0,0,1,0,0,0,1,0,0.0,1905
23632,2,106.11,0.0,0,1,0,1,0,0,1,1,1.0,1998
23631,2,106.11,258.0,0,1,0,0,0,0,1,0,1.0,2040
23630,2,106.11,72.0,0,1,0,0,0,0,1,0,0.0,2325
23637,2,106.11,101.0,0,1,0,0,0,0,1,0,0.0,1711
23656,2,109.46,160.0,0,0,1,0,0,0,0,0,1.0,490
23655,2,109.46,0.0,0,1,0,0,0,0,0,0,0.0,605
23652,2,109.46,0.0,0,1,0,0,0,0,0,1,0.0,894
23653,2,109.46,354.0,0,0,1,0,0,0,0,0,1.0,740
23650,2,109.46,0.0,0,1,0,1,0,0,0,1,1.0,1978
23649,2,109.46,0.0,0,1,0,1,0,0,0,1,1.0,2111
23648,2,109.46,19.0,0,1,0,0,0,0,0,0,0.0,2217
23647,2,109.46,0.0,0,1,0,1,0,0,0,1,1.0,2253
23646,2,109.46,194.0,0,0,1,0,0,0,0,0,0.0,2267
23644,2,109.46,271.0,0,1,0,0,0,0,0,0,0.0,2404
23651,2,109.46,252.0,0,1,0,0,0,0,0,0,0.0,1854
23669,2,112.11,0.0,0,1,0,1,0,1,0,1,0.0,692
23668,2,112.11,118.0,1,0,0,0,0,1,0,0,0.0,705
23667,2,112.11,88.0,1,0,0,0,0,1,0,0,1.0,761
23666,2,112.11,363.0,0,0,1,0,0,1,0,0,1.0,820
23665,2,112.11,0.0,0,1,0,0,0,1,0,1,1.0,849
23670,2,112.11,335.0,0,0,1,0,0,1,0,0,0.0,295
23663,2,112.11,26.0,1,0,0,0,0,1,0,0,0.0,1964
23664,2,112.11,290.0,0,0,1,0,0,1,0,0,0.0,918
23658,2,112.11,41.0,0,1,0,0,0,1,0,0,0.0,2315
23659,2,112.11,0.0,0,1,0,0,0,1,0,1,1.0,2246
23657,2,112.11,214.0,0,1,0,0,0,1,0,0,0.0,2322
23661,2,112.11,191.0,0,1,0,0,0,1,0,0,1.0,2130
23660,2,112.11,0.0,0,1,0,1,0,1,0,1,0.0,2160
23662,2,112.11,167.0,0,0,1,0,0,1,0,0,1.0,2095
23679,2,106.08,17.0,0,1,0,1,0,1,0,0,1.0,784
23678,2,106.08,101.0,0,1,0,1,0,1,0,0,1.0,858
23680,2,106.08,179.0,0,0,1,0,0,1,0,0,0.0,699
23675,2,106.08,376.0,0,0,1,0,0,1,0,0,0.0,952
23674,2,106.08,23.0,1,0,0,0,0,1,0,0,0.0,1995
23673,2,106.08,104.0,0,1,0,0,0,1,0,0,0.0,2194
23676,2,106.08,61.0,0,1,0,1,0,1,0,0,1.0,945
23677,2,106.08,0.0,0,1,0,1,0,1,0,1,1.0,919
23683,2,107.62,95.0,1,0,0,0,0,1,0,0,0.0,2160
23684,2,107.62,275.0,0,0,1,0,0,1,0,0,0.0,2132
23685,2,107.62,0.0,0,1,0,1,0,1,0,1,0.0,2094
23686,2,107.62,86.0,1,0,0,1,0,1,0,0,1.0,1958
23687,2,107.62,0.0,0,1,0,1,0,1,0,1,0.0,1919
23692,2,107.62,282.0,0,1,0,0,0,1,0,0,0.0,499
23689,2,107.62,77.0,0,0,1,0,0,1,0,0,1.0,1658
23688,2,107.62,92.0,1,0,0,0,0,1,0,0,0.0,1889
23691,2,107.62,0.0,0,1,0,1,0,1,0,1,1.0,629
23690,2,107.62,0.0,0,1,0,0,0,1,0,1,1.0,1547
23694,2,105.31,167.0,0,0,1,0,0,1,0,0,0.0,2044
23695,2,105.31,75.0,0,1,0,1,0,1,0,0,1.0,1785
23696,2,105.31,0.0,0,1,0,0,0,1,0,1,0.0,1741
23697,2,105.31,0.0,0,1,0,1,0,1,0,1,1.0,1722
23699,2,105.31,361.0,0,0,1,0,0,1,0,0,1.0,728
23700,2,105.31,240.0,0,1,0,0,0,1,0,0,1.0,390
23693,2,105.31,116.0,1,0,0,1,0,1,0,0,1.0,2321
23718,2,106.14,340.0,0,0,1,0,0,1,0,0,0.0,0
23716,2,106.14,245.0,0,1,0,0,0,1,0,0,1.0,19
23714,2,106.14,0.0,0,1,0,1,0,1,0,1,0.0,282
23711,2,106.14,144.0,0,1,0,0,0,1,0,0,0.0,720
23709,2,106.14,159.0,0,1,0,0,0,1,0,0,0.0,1182
23708,2,106.14,0.0,0,1,0,1,0,1,0,1,1.0,1440
23707,2,106.14,0.0,0,1,0,0,0,1,0,1,0.0,1462
23705,2,106.14,245.0,0,1,0,0,0,1,0,0,0.0,1672
23704,2,106.14,250.0,0,1,0,0,0,1,0,0,1.0,1729
23702,2,106.14,0.0,0,1,0,1,0,1,0,1,1.0,2315
23710,2,106.14,275.0,0,1,0,0,0,1,0,0,0.0,1042
23701,2,106.14,146.0,1,0,0,0,0,1,0,0,0.0,2386
23725,2,112.93,2.0,0,1,0,0,0,0,0,1,1.0,683
23724,2,112.93,290.0,0,0,1,0,0,0,0,0,1.0,832
23726,2,112.93,9.0,0,1,0,1,0,0,0,1,1.0,546
23722,2,112.93,118.0,1,0,0,0,0,0,0,0,0.0,955
23721,2,112.93,30.0,0,1,0,0,0,0,0,0,0.0,988
23723,2,112.93,23.0,1,0,0,0,0,0,0,0,1.0,869
23719,2,112.93,146.0,0,1,0,0,0,0,0,0,0.0,2255
23727,2,112.93,267.0,0,0,1,0,0,0,0,0,1.0,421
23728,2,112.93,92.0,0,1,0,0,0,0,0,0,0.0,84
23729,2,106.14,30.0,0,1,0,0,0,1,1,0,1.0,1105
23730,2,106.14,0.0,0,1,0,0,0,1,1,1,1.0,884
23731,2,106.14,109.0,0,1,0,0,0,1,1,0,1.0,828
23732,2,106.14,382.0,0,1,0,0,0,1,1,0,0.0,720
23733,2,106.14,0.0,0,1,0,0,0,1,1,1,1.0,680
23735,2,106.14,61.0,0,1,0,1,0,1,1,1,0.0,554
23745,2,112.11,80.0,1,0,0,0,0,0,0,0,0.0,411
23744,2,112.11,51.0,1,0,0,0,0,0,0,0,0.0,720
23742,2,112.11,0.0,0,1,0,1,0,0,0,1,0.0,1486
23746,2,112.11,219.0,0,1,0,0,0,0,0,0,0.0,362
23740,2,112.11,164.0,0,1,0,0,0,0,0,0,1.0,2201
23739,2,112.11,129.0,0,1,0,0,0,0,0,0,0.0,2320
23738,2,112.11,0.0,0,1,0,1,0,0,0,1,1.0,2380
23737,2,112.11,0.0,0,1,0,1,0,0,0,1,1.0,2534
23741,2,112.11,90.0,1,0,0,0,0,0,0,0,0.0,2067
23755,2,106.11,361.0,0,0,1,0,0,1,0,0,0.0,580
23752,2,106.11,286.0,0,0,1,0,0,1,0,0,0.0,792
23753,2,106.11,101.0,1,0,0,0,0,1,0,0,0.0,770
23750,2,106.11,0.0,0,1,0,0,0,1,0,1,1.0,2223
23749,2,106.11,86.0,1,0,0,0,0,1,0,0,0.0,2238
23747,2,106.11,181.0,0,1,0,0,0,1,0,0,0.0,2306
23751,2,106.11,348.0,0,0,1,0,0,1,0,0,0.0,2201
23756,2,112.95,131.0,1,0,0,0,0,1,0,0,1.0,2064
23757,2,112.95,77.0,1,0,0,0,0,1,0,0,0.0,2030
23758,2,112.95,10.0,1,0,0,0,0,1,0,0,0.0,1854
23759,2,112.95,120.0,0,0,1,0,0,1,0,0,0.0,1767
23760,2,112.95,0.0,0,1,0,0,0,1,0,1,1.0,789
23761,2,112.95,0.0,0,1,0,0,0,1,0,1,0.0,745
23762,2,112.95,58.0,0,1,0,0,0,1,0,0,0.0,560
23763,2,112.95,88.0,0,1,0,1,0,1,0,0,1.0,509
23765,2,102.85,101.0,0,1,0,0,0,1,0,0,1.0,2199
23764,2,102.85,269.0,0,1,0,0,0,1,0,0,1.0,2239
23766,2,102.85,32.0,0,1,0,0,0,1,0,0,0.0,2088
23767,2,102.85,13.0,0,1,0,0,0,1,0,0,1.0,2022
23769,2,102.85,15.0,0,1,0,0,0,1,0,0,1.0,887
23770,2,102.85,0.0,0,1,0,0,0,1,0,1,1.0,506
23779,2,104.35,0.0,0,1,0,0,0,1,0,0,1.0,30
23777,2,104.35,218.0,0,0,1,0,0,1,0,0,0.0,571
23775,2,104.35,230.0,0,0,1,0,0,1,0,0,1.0,2167
23774,2,104.35,126.0,1,0,0,0,0,1,0,0,0.0,2248
23776,2,104.35,88.0,1,0,0,0,0,1,0,0,1.0,1042
23784,2,102.73,22.0,1,0,0,0,0,0,0,0,0.0,2081
23791,2,102.73,0.0,0,1,0,0,0,0,0,1,0.0,247
23790,2,102.73,34.0,0,1,0,1,0,0,0,0,1.0,453
23789,2,102.73,146.0,1,0,0,0,0,0,0,0,1.0,512
23788,2,102.73,147.0,0,1,0,0,0,0,0,0,1.0,815
23780,2,102.73,96.0,1,0,0,0,0,0,0,0,0.0,2458
23782,2,102.73,350.0,0,0,1,0,0,0,0,0,1.0,2297
23783,2,102.73,282.0,0,1,0,0,0,0,0,0,0.0,2269
23787,2,102.73,0.0,0,1,0,1,0,0,0,1,1.0,863
23785,2,102.73,179.0,0,0,1,0,0,0,0,0,0.0,1880
23786,2,102.73,30.0,1,0,0,0,0,0,0,0,1.0,926
23799,2,105.12,107.0,1,0,0,0,0,0,0,0,0.0,950
23801,2,105.12,279.0,0,0,1,0,0,0,0,0,0.0,844
23805,2,105.12,0.0,0,1,0,0,0,0,0,1,1.0,42
23804,2,105.12,0.0,0,1,0,1,0,0,0,1,1.0,305
23803,2,105.12,157.0,1,0,0,0,0,0,0,0,0.0,529
23798,2,105.12,269.0,0,0,1,0,0,0,0,0,0.0,1550
23800,2,105.12,30.0,0,1,0,0,0,0,0,0,0.0,880
